Date,Open,High,Low,Close,Adj Close,Volume
2021-08-31,1055.000000,1070.000000,1040.000000,1065.000000,1065.000000,56420000
2021-09-01,1070.000000,1075.000000,1010.000000,1020.000000,1020.000000,64578000
2021-09-02,1020.000000,1040.000000,1000.000000,1015.000000,1015.000000,37536400
2021-09-03,1020.000000,1040.000000,1000.000000,1020.000000,1020.000000,38775300
2021-09-06,1020.000000,1030.000000,995.000000,1010.000000,1010.000000,46060900
2021-09-07,1010.000000,1020.000000,1000.000000,1000.000000,1000.000000,27540700
2021-09-08,1000.000000,1005.000000,955.000000,970.000000,970.000000,64397400
2021-09-09,960.000000,1010.000000,960.000000,1010.000000,1010.000000,54348400
2021-09-10,1010.000000,1015.000000,990.000000,1005.000000,1005.000000,30321100
2021-09-13,1005.000000,1010.000000,985.000000,1010.000000,1010.000000,21301800
2021-09-14,1010.000000,1035.000000,1005.000000,1010.000000,1010.000000,38081000
2021-09-15,1010.000000,1015.000000,990.000000,995.000000,995.000000,34988400
2021-09-16,995.000000,1005.000000,990.000000,1000.000000,1000.000000,23383300
2021-09-17,995.000000,1025.000000,995.000000,1025.000000,1025.000000,41619100
2021-09-20,1025.000000,1025.000000,985.000000,990.000000,990.000000,36025200
2021-09-21,985.000000,985.000000,965.000000,975.000000,975.000000,26237800
2021-09-22,975.000000,995.000000,975.000000,980.000000,980.000000,41155400
2021-09-23,985.000000,1015.000000,985.000000,995.000000,995.000000,32054900
2021-09-24,995.000000,1005.000000,965.000000,975.000000,975.000000,35103700
2021-09-27,975.000000,980.000000,955.000000,965.000000,965.000000,22980700
2021-09-28,965.000000,1000.000000,950.000000,975.000000,975.000000,44630800
2021-09-29,965.000000,1005.000000,960.000000,980.000000,980.000000,36894500
2021-09-30,980.000000,985.000000,950.000000,965.000000,965.000000,60874800
2021-10-01,965.000000,975.000000,945.000000,955.000000,955.000000,31062100
2021-10-04,955.000000,975.000000,950.000000,975.000000,975.000000,31927400
2021-10-05,975.000000,1010.000000,920.000000,930.000000,930.000000,123961700
2021-10-06,935.000000,950.000000,920.000000,945.000000,945.000000,52896200
2021-10-07,950.000000,960.000000,935.000000,950.000000,950.000000,33456600
2021-10-08,950.000000,990.000000,945.000000,965.000000,965.000000,71279800
2021-10-11,965.000000,970.000000,925.000000,925.000000,925.000000,49636000
2021-10-12,925.000000,955.000000,905.000000,925.000000,925.000000,55146200
2021-10-13,925.000000,935.000000,910.000000,920.000000,920.000000,45804300
2021-10-14,920.000000,940.000000,910.000000,925.000000,925.000000,52524700
2021-10-15,930.000000,950.000000,925.000000,945.000000,945.000000,52094900
2021-10-18,955.000000,965.000000,945.000000,955.000000,955.000000,49640800
2021-10-19,960.000000,1010.000000,955.000000,980.000000,980.000000,156197500
2021-10-21,990.000000,1000.000000,960.000000,990.000000,990.000000,56603100
2021-10-22,990.000000,995.000000,970.000000,975.000000,975.000000,38011300
2021-10-25,975.000000,980.000000,955.000000,965.000000,965.000000,36060700
2021-10-26,970.000000,1000.000000,970.000000,975.000000,975.000000,62581500
2021-10-27,985.000000,990.000000,960.000000,975.000000,975.000000,38091300
2021-10-28,975.000000,975.000000,925.000000,930.000000,930.000000,49909100
2021-10-29,940.000000,950.000000,925.000000,935.000000,935.000000,40319500
2021-11-01,940.000000,950.000000,935.000000,935.000000,935.000000,40269500
2021-11-02,940.000000,945.000000,920.000000,920.000000,920.000000,40046800
2021-11-03,925.000000,935.000000,910.000000,920.000000,920.000000,30426900
2021-11-04,925.000000,955.000000,925.000000,935.000000,935.000000,42641500
2021-11-05,940.000000,970.000000,940.000000,970.000000,970.000000,46593500
2021-11-08,990.000000,1000.000000,970.000000,975.000000,975.000000,54594600
2021-11-09,980.000000,985.000000,965.000000,970.000000,970.000000,21904500
2021-11-10,965.000000,975.000000,960.000000,975.000000,975.000000,21975300
2021-11-11,980.000000,985.000000,960.000000,970.000000,970.000000,17617600
2021-11-12,965.000000,975.000000,955.000000,975.000000,975.000000,30012700
2021-11-15,975.000000,990.000000,960.000000,970.000000,970.000000,34110700
2021-11-16,970.000000,1050.000000,970.000000,1030.000000,1030.000000,159834700
