Date,Open,High,Low,Close,Adj Close,Volume
2020-12-03,1400.000000,1465.000000,1380.000000,1400.000000,1316.595703,5646200
2020-12-04,1400.000000,1420.000000,1375.000000,1390.000000,1307.191406,3061900
2020-12-07,1395.000000,1465.000000,1375.000000,1465.000000,1377.723389,8792800
2020-12-08,1470.000000,1500.000000,1425.000000,1475.000000,1387.127686,4903000
2020-12-10,1475.000000,1575.000000,1465.000000,1555.000000,1462.361694,10715700
2020-12-11,1560.000000,1570.000000,1500.000000,1525.000000,1434.148926,6051600
2020-12-14,1525.000000,1555.000000,1510.000000,1530.000000,1438.851074,3377100
2020-12-15,1535.000000,1595.000000,1480.000000,1535.000000,1443.553223,7383400
2020-12-16,1540.000000,1565.000000,1505.000000,1510.000000,1420.042480,3486700
2020-12-17,1510.000000,1600.000000,1510.000000,1550.000000,1457.659546,6631300
2020-12-18,1600.000000,1615.000000,1525.000000,1545.000000,1452.957397,6324600
2020-12-21,1545.000000,1580.000000,1535.000000,1540.000000,1448.255249,2399400
2020-12-22,1545.000000,1560.000000,1490.000000,1500.000000,1410.638306,6122300
2020-12-23,1500.000000,1530.000000,1410.000000,1470.000000,1382.425537,3755500
2020-12-28,1520.000000,1525.000000,1470.000000,1470.000000,1382.425537,1494500
2020-12-29,1475.000000,1500.000000,1445.000000,1460.000000,1373.021240,2384300
2020-12-30,1460.000000,1505.000000,1410.000000,1420.000000,1335.404175,1678400
2021-01-04,1425.000000,1440.000000,1350.000000,1435.000000,1349.510620,1080400
2021-01-05,1435.000000,1490.000000,1410.000000,1440.000000,1354.212769,1190300
2021-01-06,1440.000000,1440.000000,1340.000000,1350.000000,1269.574463,4718900
2021-01-07,1350.000000,1375.000000,1335.000000,1335.000000,1255.468018,1173600
2021-01-08,1335.000000,1360.000000,1315.000000,1320.000000,1241.361694,1267200
2021-01-11,1315.000000,1330.000000,1230.000000,1300.000000,1222.553223,2426400
2021-01-12,1300.000000,1350.000000,1270.000000,1350.000000,1269.574463,3044500
2021-01-13,1350.000000,1375.000000,1295.000000,1310.000000,1231.957397,3313500
2021-01-14,1330.000000,1350.000000,1310.000000,1310.000000,1231.957397,814700
2021-01-15,1315.000000,1315.000000,1275.000000,1295.000000,1217.851074,1054700
